"city","state","geo.id","peer.1","peer.2","peer.3","peer.4","peer.5"
"Cape Coral","FL","1600000US1210275","1600000US1258715","1600000US0107000","1600000US1319000","1600000US3722920","1600000US0150000"
"Carlsbad","CA","1600000US0611194","1600000US0650076","1600000US0678120","1600000US0622804","1600000US0616532","1600000US0619766"
"Carolina","PR","1600000US7214290","1600000US1210275","1600000US5116000","1600000US3722920","1600000US1258715","1600000US1270600"
"Carrollton","TX","1600000US4813024","1600000US4801000","1600000US4807000","1600000US4819972","1600000US4827684","1600000US4839148"
"Cedar Rapids","IA","1600000US1912000","1600000US1919000","1600000US1759000","1600000US1772000","1600000US2915670","1600000US5531000"
"Centennial","CO","1600000US0812815","1600000US0803455","1600000US0877290","1600000US4982950","1600000US0883835","1600000US0843000"
"Chandler","AZ","1600000US0412000","1600000US0613392","1600000US3231900","1600000US0662000","1600000US3502000","1600000US0616350"
"Charleston (SC)","SC","1600000US4513330","1600000US4516000","1600000US1225175","1600000US3731400","1600000US1254000","1600000US1369000"
"Charleston (WV)","WV","1600000US5414600","1600000US4516000","1600000US3921000","1600000US3731400","1600000US5135000","1600000US2676460"
"Charlotte","NC","1600000US3712000","1600000US3918000","1600000US1235000","1600000US1304000","1600000US3755000","1600000US5182000"
"Chattanooga","TN","1600000US4714000","1600000US0107000","1600000US1319000","1600000US3722920","1600000US2836000","1600000US4740000"
"Chesapeake","VA","1600000US5116000","1600000US3719000","1600000US3722920","1600000US3775000","1600000US5156000","1600000US5167000"
"Cheyenne","WY","1600000US5613900","1600000US3006550","1600000US3825700","1600000US2935000","1600000US2036000","1600000US0862000"
"Chicago","IL","1600000US1714000","1600000US3918000","1600000US1836003","1600000US2622000","1600000US5553000","1600000US3915000"
"Chula Vista","CA","1600000US0613392","1600000US0602000","1600000US0662000","1600000US0669000","1600000US0616350","1600000US0624680"
"Cincinnati","OH","1600000US3915000","1600000US1825000","1600000US2146027","1600000US3977000","1600000US3916000","1600000US2965000"
"Clarksville","TN","1600000US4715160","1600000US5414600","1600000US4751560","1600000US1759000","1600000US1772000","1600000US2915670"
"Clearwater","FL","1600000US1212875","1600000US4513330","1600000US4516000","1600000US1225175","1600000US1254000","1600000US1369000"
"Cleveland","OH","1600000US3916000","1600000US1825000","1600000US2146027","1600000US3915000","1600000US3977000","1600000US3611000"
"Colorado Springs","CO","1600000US0816000","1600000US4055000","1600000US3502000","1600000US4824000","1600000US3137000","1600000US0820000"
"Columbia (MO)","MO","1600000US2915670","1600000US2935000","1600000US2036000","1600000US2071000","1600000US1912000","1600000US4715160"
"Columbia (SC)","SC","1600000US4516000","1600000US1225175","1600000US3731400","1600000US1369000","1600000US3774440","1600000US4513330"
"Columbus (GA)","GA","1600000US1319000","1600000US0107000","1600000US4714000","1600000US3722920","1600000US2836000","1600000US4740000"
"Columbus (OH)","OH","1600000US3918000","1600000US1836003","1600000US1714000","1600000US2622000","1600000US1150000","1600000US3611000"
"Concord","CA","1600000US0616000","1600000US0678582","1600000US0602252","1600000US0623182","1600000US0660620","1600000US0662938"
"Coral Springs","FL","1600000US1214400","1600000US4513330","1600000US4516000","1600000US1225175","1600000US1254000","1600000US1369000"
"Corona","CA","1600000US0616350","1600000US0636770","1600000US0653896","1600000US0665000","1600000US0624680","1600000US0649270"
"Corpus Christi","TX","1600000US4817000","1600000US4804000","1600000US2255000","1600000US4858016","1600000US2205000","1600000US4810768"
"Costa Mesa","CA","1600000US0616532","1600000US0608954","1600000US0619766","1600000US0628000","1600000US0656000","1600000US0684200"
"Dallas","TX","1600000US4819000","1600000US4835000","1600000US4865000","1600000US4805000","1600000US4827000","1600000US4055000"
"Daly City","CA","1600000US0617918","1600000US0678582","1600000US0602252","1600000US0623182","1600000US0660620","1600000US0662938"
"Davenport","IA","1600000US1919000","1600000US1912000","1600000US1759000","1600000US1772000","1600000US2915670","1600000US5531000"
"Dayton","OH","1600000US3921000","1600000US1871000","1600000US5414600","1600000US4715160","1600000US4751560","1600000US1759000"
"Denton","TX","1600000US4819972","1600000US4839148","1600000US4052500","1600000US4801000","1600000US4807000","1600000US4848072"
"Denver","CO","1600000US0820000","1600000US3502000","1600000US0816000","1600000US4055000","1600000US3137000","1600000US0804000"
"Des Moines","IA","1600000US1921000","1600000US2053775","1600000US1765000","1600000US4659020","1600000US2970000","1600000US5548000"
"Detroit","MI","1600000US2622000","1600000US5553000","1600000US3611000","1600000US3915000","1600000US3916000","1600000US3918000"
"Downey","CA","1600000US0619766","1600000US0608954","1600000US0616532","1600000US0628000","1600000US0656000","1600000US0684200"
"Durham","NC","1600000US3719000","1600000US4714000","1600000US5116000","1600000US3722920","1600000US4740000","1600000US3775000"
"El Monte","CA","1600000US0622230","1600000US0672016","1600000US0608954","1600000US0616532","1600000US0619766","1600000US0628000"
"El Paso","TX","1600000US4824000","1600000US0816000","1600000US0477000","1600000US3502000","1600000US0446000","1600000US0820000"
"Elgin","IL","1600000US1723074","1600000US1912000","1600000US2915670","1600000US1919000","1600000US3921000","1600000US5531000"
"Elizabeth","NJ","1600000US3421000","1600000US5010675","1600000US5135000","1600000US3345140","1600000US0973000","1600000US0980000"
"Elk Grove","CA","1600000US0622020","1600000US0640130","1600000US0655156","1600000US3260600","1600000US0626000","1600000US0633000"
"Escondido","CA","1600000US0622804","1600000US0611194","1600000US0650076","1600000US0678120","1600000US0616532","1600000US0619766"
"Eugene","OR","1600000US4123850","1600000US5367000","1600000US1608830","1600000US4164900","1600000US5374060","1600000US0633000"
"Evansville","IN","1600000US1822000","1600000US5414600","1600000US4715160","1600000US2915670","1600000US1919000","1600000US3921000"
"Everett","WA","1600000US5322640","1600000US0660620","1600000US0681666","1600000US4983470","1600000US0602252","1600000US0623182"
"Fairfield","CA","1600000US0623182","1600000US0602252","1600000US0660620","1600000US0662938","1600000US0681666","1600000US0682954"
"Fargo","ND","1600000US3825700","1600000US3006550","1600000US1912000","1600000US5613900","1600000US1919000","1600000US1759000"
"Fayetteville","NC","1600000US3722920","1600000US4714000","1600000US1319000","1600000US4740000","1600000US3775000","1600000US3719000"
"Fontana","CA","1600000US0624680","1600000US0655156","1600000US0636770","1600000US0653896","1600000US0665000","1600000US0616350"
"Fort Collins","CO","1600000US0827425","1600000US4803000","1600000US4845000","1600000US2053775","1600000US4967000","1600000US4659020"
"Fort Lauderdale","FL","1600000US1224000","1600000US0107000","1600000US1210275","1600000US1319000","1600000US3722920","1600000US0150000"
"Fort Wayne","IN","1600000US1825000","1600000US2146027","1600000US3915000","1600000US3977000","1600000US3916000","1600000US4261000"
"Fort Worth","TX","1600000US4827000","1600000US4805000","1600000US4819000","1600000US4835000","1600000US4055000","1600000US4865000"
"Fremont","CA","1600000US0626000","1600000US0640130","1600000US3260600","1600000US0622020","1600000US0633000","1600000US0669088"
"Fresno","CA","1600000US0627000","1600000US0653000","1600000US0664000","1600000US0603526","1600000US0667000","1600000US0675000"
"Frisco","TX","1600000US4827684","1600000US4848072","1600000US4819972","1600000US4839148","1600000US4052500","1600000US4801000"
"Fullerton","CA","1600000US0628000","1600000US0608954","1600000US0616532","1600000US0619766","1600000US0656000","1600000US0684200"
"Gainesville","FL","1600000US1225175","1600000US4516000","1600000US1254000","1600000US1369000","1600000US3774440","1600000US4513330"
"Garden Grove","CA","1600000US0629000","1600000US0636770","1600000US0653896","1600000US0665000","1600000US0669088","1600000US0616350"
"Garland","TX","1600000US4829000","1600000US4803000","1600000US4830464","1600000US0541000","1600000US4845000","1600000US4845744"
"Glendale (AZ)","AZ","1600000US0427820","1600000US0649270","1600000US0653322","1600000US0473000","1600000US0616350","1600000US0624680"
"Glendale (CA)","CA","1600000US0630000","1600000US0640130","1600000US0655156","1600000US0636770","1600000US0653896","1600000US0669088"
"Grand Prairie","TX","1600000US4830464","1600000US4803000","1600000US0541000","1600000US4845000","1600000US2270000","1600000US4845744"
"Grand Rapids","MI","1600000US2634000","1600000US3901000","1600000US1703012","1600000US5548000","1600000US1765000","1600000US2603000"
"Green Bay","WI","1600000US5531000","1600000US3921000","1600000US1871000","1600000US1912000","1600000US1919000","1600000US1759000"
"Greensboro","NC","1600000US3728000","1600000US3915000","1600000US2146027","1600000US4261000","1600000US3901000","1600000US1304000"
"Gresham","OR","1600000US4131250","1600000US0602252","1600000US5305210","1600000US5322640","1600000US0623182","1600000US0660620"
"Hampton","VA","1600000US5135000","1600000US5414600","1600000US4516000","1600000US3731400","1600000US3774440","1600000US0973000"
"Hartford","CT","1600000US0937000","1600000US4202000","1600000US0908000","1600000US0952000","1600000US3673000","1600000US1077580"
"Hayward","CA","1600000US0633000","1600000US0640130","1600000US3260600","1600000US0622020","1600000US0626000","1600000US0669088"
"Henderson","NV","1600000US3231900","1600000US0602000","1600000US0603526","1600000US0662000","1600000US0669000","1600000US0616350"
"Hialeah","FL","1600000US1230000","1600000US0107000","1600000US1210275","1600000US1319000","1600000US3722920","1600000US0150000"
"High Point","NC","1600000US3731400","1600000US4516000","1600000US3921000","1600000US1369000","1600000US3774440","1600000US4513330"
"Hollywood","FL","1600000US1232000","1600000US4513330","1600000US4516000","1600000US1225175","1600000US1254000","1600000US1369000"
"Honolulu","HI","1600000US1571550","1600000US0603526","1600000US0675000","1600000US0622020","1600000US4123850","1600000US0626000"
"Houston","TX","1600000US4835000","1600000US4819000","1600000US4865000","1600000US4805000","1600000US4827000","1600000US4804000"
"Huntington Beach","CA","1600000US0636000","1600000US0636770","1600000US0653896","1600000US0665000","1600000US0616350","1600000US0624680"
"Huntsville","AL","1600000US0137000","1600000US0541000","1600000US0107000","1600000US4714000","1600000US1319000","1600000US2836000"
"Independence","MO","1600000US2935000","1600000US2915670","1600000US2036000","1600000US2071000","1600000US1912000","1600000US1919000"
"Indianapolis","IN","1600000US1836003","1600000US3918000","1600000US1714000","1600000US2622000","1600000US5553000","1600000US3915000"
"Inglewood","CA","1600000US0636546","1600000US0678582","1600000US0672016","1600000US0608954","1600000US0616532","1600000US0619766"
"Irvine","CA","1600000US0636770","1600000US0653896","1600000US0665000","1600000US0616350","1600000US0624680","1600000US0649270"
"Irving","TX","1600000US4837000","1600000US4803000","1600000US4830464","1600000US0541000","1600000US4845000","1600000US4845744"
"Jackson","MS","1600000US2836000","1600000US0107000","1600000US4714000","1600000US1319000","1600000US0150000","1600000US0151000"
"Jacksonville","FL","1600000US1235000","1600000US3712000","1600000US1304000","1600000US1245000","1600000US1253000","1600000US1263000"
"Jersey City","NJ","1600000US3436000","1600000US3451000","1600000US2404000","1600000US2507000","1600000US5156000","1600000US4459000"
"Joliet","IL","1600000US1738570","1600000US2754880","1600000US1912000","1600000US1919000","1600000US1759000","1600000US1772000"
"Kansas City (KS)","KS","1600000US2036000","1600000US2915670","1600000US2935000","1600000US2071000","1600000US1912000","1600000US1919000"
"Kansas City (MO)","MO","1600000US2938000","1600000US4748000","1600000US4055000","1600000US3137000","1600000US3128000","1600000US2965000"
"Kent","WA","1600000US5335415","1600000US3006550","1600000US0602252","1600000US5305210","1600000US5322640","1600000US0623182"
"Killeen","TX","1600000US4839148","1600000US4819972","1600000US2240735","1600000US4052500","1600000US4801000","1600000US4807000"
"Knoxville","TN","1600000US4740000","1600000US0107000","1600000US4714000","1600000US1319000","1600000US3722920","1600000US0151000"
"Lafayette","LA","1600000US2240735","1600000US4819972","1600000US4839148","1600000US4807000","1600000US4876000","1600000US4827684"
"Lakewood","CO","1600000US0843000","1600000US4983470","1600000US0803455","1600000US4962470","1600000US0877290","1600000US4982950"
"Lancaster","CA","1600000US0640130","1600000US0655156","1600000US0653896","1600000US0665000","1600000US0669088","1600000US0616350"
"Lansing","MI","1600000US2646000","1600000US5414600","1600000US1919000","1600000US3921000","1600000US5531000","1600000US1738570"
"Laredo","TX","1600000US4841464","1600000US4810768","1600000US4830464","1600000US4845000","1600000US4845744","1600000US2270000"
"Las Vegas","NV","1600000US3240000","1600000US0602000","1600000US0603526","1600000US3231900","1600000US0662000","1600000US0669000"
"Lexington-Fayette","KY","1600000US2146027","1600000US1825000","1600000US3728000","1600000US3915000","1600000US3977000","1600000US3916000"
"Lincoln","NE","1600000US3128000","1600000US0804000","1600000US4075000","1600000US2079000","1600000US2965000","1600000US2743000"
"Little Rock","AR","1600000US0541000","1600000US4830464","1600000US0137000","1600000US0107000","1600000US2836000","1600000US2053775"
"Long Beach","CA","1600000US0643000","1600000US0602000","1600000US0662000","1600000US0669000","1600000US0616350","1600000US0624680"
"Los Angeles","CA","1600000US0644000","1600000US0643000","1600000US0602000","1600000US0669000","1600000US0616350","1600000US0624680"
"Lowell","MA","1600000US2537000","1600000US4202000","1600000US0908000","1600000US0937000","1600000US0952000","1600000US3673000"
"Lubbock","TX","1600000US4845000","1600000US4803000","1600000US4830464","1600000US4845744","1600000US4837000","1600000US4841464"
"Madison","WI","1600000US5548000","1600000US1703012","1600000US1921000","1600000US2634000","1600000US1765000","1600000US2603000"
"Manchester","NH","1600000US3345140","1600000US5010675","1600000US2360545","1600000US0973000","1600000US0980000","1600000US5101000"
"McAllen","TX","1600000US4845384","1600000US4801000","1600000US4807000","1600000US4819972","1600000US4827684","1600000US4839148"
"McKinney","TX","1600000US4845744","1600000US4803000","1600000US4830464","1600000US0541000","1600000US4845000","1600000US2270000"
"Memphis","TN","1600000US4748000","1600000US1304000","1600000US2938000","1600000US1836003","1600000US2146027","1600000US2255000"
"Mesa","AZ","1600000US0446000","1600000US3502000","1600000US4824000","1600000US3240000","1600000US0477000","1600000US0412000"
"Mesquite","TX","1600000US4847892","1600000US4801000","1600000US4807000","1600000US4819972","1600000US4827684","1600000US4839148"
"Miami","FL","1600000US1245000","1600000US1304000","1600000US3712000","1600000US1235000","1600000US2255000","1600000US1253000"
"Miami Gardens","FL","1600000US1245060","1600000US4513330","1600000US4516000","1600000US1225175","1600000US1254000","1600000US1369000"
"Midland","TX","1600000US4848072","1600000US4819972","1600000US4839148","1600000US4052500","1600000US4801000","1600000US0862000"
"Milwaukee","WI","1600000US5553000","1600000US2622000","1600000US3915000","1600000US3918000","1600000US1825000","1600000US1836003"
"Minneapolis","MN","1600000US2743000","1600000US3128000","1600000US2758000","1600000US1703012","1600000US1921000","1600000US2634000"
"Miramar","FL","1600000US1245975","1600000US4513330","1600000US4516000","1600000US1225175","1600000US1254000","1600000US1369000"
"Mobile","AL","1600000US0150000","1600000US0107000","1600000US4714000","1600000US1319000","1600000US2836000","1600000US4740000"
"Modesto","CA","1600000US0648354","1600000US0640130","1600000US0655156","1600000US3260600","1600000US0622020","1600000US0626000"
"Montgomery","AL","1600000US0151000","1600000US0107000","1600000US4714000","1600000US1319000","1600000US2836000","1600000US4740000"
"Moreno Valley","CA","1600000US0649270","1600000US0636770","1600000US0653896","1600000US0665000","1600000US0616350","1600000US0624680"
"Murfreesboro","TN","1600000US4751560","1600000US5414600","1600000US4715160","1600000US1759000","1600000US1772000","1600000US2915670"
"Murrieta","CA","1600000US0650076","1600000US0682590","1600000US0611194","1600000US0678120","1600000US0622804","1600000US0616532"
"Naperville","IL","1600000US1751622","1600000US1912000","1600000US2915670","1600000US1919000","1600000US3921000","1600000US5531000"
"New Haven","CT","1600000US0952000","1600000US4202000","1600000US0908000","1600000US0937000","1600000US3673000","1600000US1077580"
"New Orleans","LA","1600000US2255000","1600000US4804000","1600000US4858016","1600000US1304000","1600000US2205000","1600000US0107000"
"New York","NY","1600000US3651000","1600000US4260000","1600000US2404000","1600000US2507000","1600000US1150000","1600000US3436000"
"Newark","NJ","1600000US3451000","1600000US3611000","1600000US3436000","1600000US2404000","1600000US2507000","1600000US5156000"
"Newport News","VA","1600000US5156000","1600000US5116000","1600000US3719000","1600000US3722920","1600000US3775000","1600000US5167000"
"Norfolk","VA","1600000US5157000","1600000US5116000","1600000US3719000","1600000US3722920","1600000US3775000","1600000US5156000"
"Norman","OK","1600000US4052500","1600000US4819972","1600000US4839148","1600000US4801000","1600000US2935000","1600000US2036000"
"North Las Vegas","NV","1600000US3251800","1600000US0640130","1600000US0655156","1600000US0454050","1600000US0636770","1600000US0653896"
"Norwalk","CA","1600000US0652526","1600000US0678582","1600000US0672016","1600000US0608954","1600000US0616532","1600000US0619766"
"Oakland","CA","1600000US0653000","1600000US0627000","1600000US0664000","1600000US0603526","1600000US0667000","1600000US0675000"
"Oceanside","CA","1600000US0653322","1600000US0636770","1600000US0653896","1600000US0665000","1600000US0616350","1600000US0624680"
"Oklahoma City","OK","1600000US4055000","1600000US2938000","1600000US4804000","1600000US4827000","1600000US4858016","1600000US4075000"
"Olathe","KS","1600000US2052575","1600000US1738570","1600000US2754880","1600000US1912000","1600000US1919000","1600000US4052500"
"Omaha","NE","1600000US3137000","1600000US2938000","1600000US4055000","1600000US3128000","1600000US2743000","1600000US2965000"
"Ontario","CA","1600000US0653896","1600000US0655156","1600000US0636770","1600000US0665000","1600000US0616350","1600000US0624680"
"Orange","CA","1600000US0653980","1600000US0680000","1600000US0608954","1600000US0616532","1600000US0619766","1600000US0628000"
"Orlando","FL","1600000US1253000","1600000US1263000","1600000US1271000","1600000US1304000","1600000US0107000","1600000US1210275"
"Overland Park","KS","1600000US2053775","1600000US1921000","1600000US0541000","1600000US4659020","1600000US1765000","1600000US2970000"
"Oxnard","CA","1600000US0654652","1600000US0640130","1600000US0655156","1600000US0636770","1600000US0653896","1600000US0669088"
"Palm Bay","FL","1600000US1254000","1600000US4516000","1600000US1225175","1600000US3731400","1600000US1369000","1600000US3774440"
"Palmdale","CA","1600000US0655156","1600000US0640130","1600000US0653896","1600000US0665000","1600000US0669088","1600000US0616350"
"Pasadena (CA)","CA","1600000US0656000","1600000US0608954","1600000US0616532","1600000US0619766","1600000US0628000","1600000US0684200"
"Pasadena (TX)","TX","1600000US4856000","1600000US4810768","1600000US4830464","1600000US2836000","1600000US0541000","1600000US4845744"
"Paterson","NJ","1600000US3457000","1600000US5010675","1600000US3345140","1600000US2360545","1600000US0973000","1600000US0980000"
"Pembroke Pines","FL","1600000US1255775","1600000US0107000","1600000US1210275","1600000US1319000","1600000US3722920","1600000US0150000"
"Peoria (AZ)","AZ","1600000US0454050","1600000US3251800","1600000US0465000","1600000US0636770","1600000US0653896","1600000US0665000"
"Peoria (IL)","IL","1600000US1759000","1600000US1912000","1600000US4715160","1600000US1919000","1600000US1772000","1600000US2915670"
"Philadelphia","PA","1600000US4260000","1600000US3651000","1600000US2404000","1600000US2507000","1600000US5182000","1600000US1150000"
"Phoenix","AZ","1600000US0455000","1600000US0666000","1600000US3240000","1600000US0446000","1600000US0477000","1600000US0602000"
"Pittsburgh","PA","1600000US4261000","1600000US1825000","1600000US3728000","1600000US2146027","1600000US3915000","1600000US3977000"
"Plano","TX","1600000US4858016","1600000US4804000","1600000US4075000","1600000US2079000","1600000US4803000","1600000US4829000"
"Pomona","CA","1600000US0658072","1600000US0655156","1600000US0636770","1600000US0653896","1600000US0665000","1600000US0669088"
"Ponce","PR","1600000US7263820","1600000US4516000","1600000US1225175","1600000US1254000","1600000US1369000","1600000US3774440"
"Port St. Lucie","FL","1600000US1258715","1600000US1210275","1600000US0107000","1600000US1319000","1600000US3722920","1600000US0150000"
"Portland (ME)","ME","1600000US2360545","1600000US5010675","1600000US3345140","1600000US0973000","1600000US0980000","1600000US5101000"
"Portland (OR)","OR","1600000US4159000","1600000US0653000","1600000US0664000","1600000US5363000","1600000US0667000","1600000US0675000"
"Providence","RI","1600000US4459000","1600000US5156000","1600000US2567000","1600000US2582000","1600000US3663000","1600000US3684000"
"Provo","UT","1600000US4962470","1600000US0843000","1600000US0682954","1600000US4983470","1600000US0803455","1600000US0877290"
"Pueblo","CO","1600000US0862000","1600000US4801000","1600000US2071000","1600000US4879000","1600000US5613900","1600000US4052500"
"Raleigh","NC","1600000US3755000","1600000US1304000","1600000US2404000","1600000US5182000","1600000US1150000","1600000US3712000"
"Rancho Cucamonga","CA","1600000US0659451","1600000US0640130","1600000US0655156","1600000US0636770","1600000US0653896","1600000US0665000"
"Reno","NV","1600000US3260600","1600000US0640130","1600000US3251800","1600000US0655156","1600000US1608830","1600000US0622020"
"Richmond (CA)","CA","1600000US0660620","1600000US0681666","1600000US0682954","1600000US0602252","1600000US0623182","1600000US0662938"
"Richmond (VA)","VA","1600000US5167000","1600000US5116000","1600000US3719000","1600000US3722920","1600000US3775000","1600000US3901000"
"Riverside","CA","1600000US0662000","1600000US0602000","1600000US0669000","1600000US0616350","1600000US0624680","1600000US0629000"
"Rochester (MN)","MN","1600000US2754880","1600000US1738570","1600000US1912000","1600000US1919000","1600000US3825700","1600000US2052575"
"Rochester (NY)","NY","1600000US3663000","1600000US3901000","1600000US2567000","1600000US2582000","1600000US3684000","1600000US5101000"
"Rockford","IL","1600000US1765000","1600000US1703012","1600000US1921000","1600000US2634000","1600000US5548000","1600000US2603000"
"Roseville","CA","1600000US0662938","1600000US0602252","1600000US0623182","1600000US0672016","1600000US0660620","1600000US0681666"
"Sacramento","CA","1600000US0664000","1600000US0627000","1600000US0653000","1600000US0603526","1600000US0667000","1600000US0675000"
"Salem","OR","1600000US4164900","1600000US1608830","1600000US5374060","1600000US4123850","1600000US0633000","1600000US5367000"
"Salinas","CA","1600000US0664224","1600000US0640130","1600000US3260600","1600000US0622020","1600000US0626000","1600000US0633000"
"Salt Lake City","UT","1600000US4967000","1600000US3251800","1600000US0454050","1600000US3260600","1600000US0465000","1600000US1608830"
"San Antonio","TX","1600000US4865000","1600000US4819000","1600000US4835000","1600000US4805000","1600000US4827000","1600000US4055000"
"San Bernardino","CA","1600000US0665000","1600000US0640130","1600000US0655156","1600000US0636770","1600000US0653896","1600000US0616350"
"San Buenaventura","CA","1600000US0665042","1600000US0678582","1600000US0672016","1600000US0608954","1600000US0616532","1600000US0619766"
"San Diego","CA","1600000US0666000","1600000US0643000","1600000US0602000","1600000US0613392","1600000US0662000","1600000US0669000"
"San Francisco","CA","1600000US0667000","1600000US0627000","1600000US0653000","1600000US0664000","1600000US0668000","1600000US0603526"
"San Jose","CA","1600000US0668000","1600000US0667000","1600000US0627000","1600000US0653000","1600000US0664000","1600000US0603526"
"San Juan","PR","1600000US7276770","1600000US1253000","1600000US1263000","1600000US1271000","1600000US7206593","1600000US1210275"
"Santa Ana","CA","1600000US0669000","1600000US0602000","1600000US0662000","1600000US0616350","1600000US0624680","1600000US0629000"
"Santa Clara","CA","1600000US0669084","1600000US0678582","1600000US0602252","1600000US0623182","1600000US0660620","1600000US0662938"
"Santa Clarita","CA","1600000US0669088","1600000US0640130","1600000US0655156","1600000US0653896","1600000US0616350","1600000US0624680"
"Santa Rosa","CA","1600000US0670098","1600000US0640130","1600000US3260600","1600000US0622020","1600000US0626000","1600000US0633000"
"Savannah","GA","1600000US1369000","1600000US4516000","1600000US1225175","1600000US3731400","1600000US1254000","1600000US3774440"
"Scottsdale","AZ","1600000US0465000","1600000US3251800","1600000US0454050","1600000US0636770","1600000US0653896","1600000US0665000"
"Seattle","WA","1600000US5363000","1600000US0653000","1600000US4159000","1600000US0664000","1600000US0667000","1600000US0675000"
"Shreveport","LA","1600000US2270000","1600000US2836000","1600000US2970000","1600000US4830464","1600000US0541000","1600000US4845744"
"Simi Valley","CA","1600000US0672016","1600000US0678582","1600000US0665042","1600000US0608954","1600000US0616532","1600000US0619766"
"Sioux Falls","SD","1600000US4659020","1600000US1921000","1600000US2053775","1600000US1765000","1600000US0827425","1600000US5548000"
"South Bend","IN","1600000US1871000","1600000US3921000","1600000US5531000","1600000US1912000","1600000US1919000","1600000US1759000"
"Spokane","WA","1600000US5367000","1600000US4123850","1600000US1608830","1600000US4164900","1600000US5374060","1600000US0622020"
"Springfield (IL)","IL","1600000US1772000","1600000US1912000","1600000US4715160","1600000US1919000","1600000US1759000","1600000US2915670"
"Springfield (MA)","MA","1600000US2567000","1600000US5156000","1600000US2582000","1600000US4459000","1600000US3663000","1600000US3684000"
